customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MonthlyCharges,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,tenure_group,avg_charge_per_month,services_count,is_auto_pay,is_high_monthly_charge
4735-BJKOU,Female,No,No,No,40,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,804.85,No,25+,20.12125,0,0,0
0274-JKUJR,Male,No,Yes,Yes,7,58.85,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,465.7,No,7-12,66.5285714285714,5,0,0
5740-YHGTW,Male,No,Yes,Yes,70,97.55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),6669.05,No,25+,95.2721428571429,3,1,1
8917-SZTTJ,Male,No,Yes,Yes,60,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1161.75,No,25+,19.3625,0,1,0
1696-MZVAU,Male,No,Yes,Yes,39,25.25,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),947.75,No,25+,24.3012820512821,0,1,0
7359-WWYJV,Male,No,Yes,No,72,114.45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),8375.05,No,25+,116.320138888889,6,1,1
0375-HVGXO,Female,No,No,No,1,34.7,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,Yes,0-6,34.7,1,0,0
4906-ZHGPK,Male,No,Yes,Yes,54,70.7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,3770.0,No,25+,69.8148148148148,3,0,0
8593-WHYHV,Male,No,No,No,3,85.3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,264.8,Yes,0-6,88.2666666666667,1,0,1
3795-GWTRD,Female,No,Yes,Yes,63,75.55,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),4707.85,No,25+,74.7277777777778,5,1,0
1298-PHBTI,Male,No,Yes,Yes,71,84.8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,6152.4,No,25+,86.6535211267606,2,0,1
6223-DHJGV,Female,No,No,No,42,20.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,958.1,No,25+,22.8119047619048,0,0,0
6961-MJKBO,Male,No,No,No,47,20.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),943.0,No,25+,20.063829787234,0,1,0
6097-EQISJ,Female,No,Yes,Yes,66,102.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6615.15,Yes,25+,100.229545454545,4,1,1
4423-YLHDV,Female,No,Yes,No,21,104.4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2200.25,Yes,13-24,104.77380952381,4,1,1
8158-WPEZG,Male,No,No,No,11,35.65,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,425.1,No,7-12,38.6454545454545,2,0,0
0107-YHINA,Male,No,No,Yes,1,99.75,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,Yes,0-6,99.75,3,0,1
4918-FYJNT,Female,Yes,Yes,No,55,90.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,5044.8,No,25+,91.7236363636364,3,0,1
0727-BNRLG,Male,No,No,No,69,97.65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),6743.55,No,25+,97.7326086956522,4,1,1
4854-CIDCF,Female,Yes,No,No,3,73.85,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,196.4,No,0-6,65.4666666666667,1,0,0
8640-SDGKB,Male,No,No,No,4,74.4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,299.7,Yes,0-6,74.925,4,0,0
3280-MRDOF,Male,Yes,No,No,30,69.1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),2093.9,No,25+,69.7966666666667,3,1,0
6435-SRWBJ,Female,No,No,No,5,82.75,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,417.75,No,0-6,83.55,2,0,1
9964-WBQDJ,Female,No,Yes,No,71,24.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1725.4,No,25+,24.3014084507042,0,1,0
6303-KFWSL,Female,No,No,No,29,55.25,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,1620.2,No,25+,55.8689655172414,1,0,0
1702-CCFNJ,Male,No,Yes,No,52,61.35,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),3169.55,No,25+,60.9528846153846,2,1,0
8932-CZHRQ,Male,No,No,No,68,76.75,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),5233.25,No,25+,76.9595588235294,4,1,0
0386-CWRGM,Female,No,Yes,Yes,46,19.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,967.85,No,25+,21.0402173913043,0,0,0
5515-RUGKN,Male,No,No,No,8,54.75,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),438.05,No,7-12,54.75625,1,1,0
0404-AHASP,Male,No,Yes,No,72,19.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1421.9,No,25+,19.7486111111111,0,1,0
7279-NMVJC,Female,No,No,No,17,19.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),323.15,No,13-24,19.0088235294118,0,1,0
2081-VEYEH,Male,No,No,No,3,107.95,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,318.6,No,0-6,106.2,5,0,1
6407-UTSLV,Female,Yes,No,No,2,83.8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),163.7,No,0-6,81.85,2,1,1
4116-TZAQJ,Female,No,No,No,9,74.25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),639.65,Yes,7-12,71.0722222222222,1,1,0
9060-HJJRW,Female,No,No,No,51,56.4,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),2928.5,No,25+,57.421568627451,4,1,0
2587-YNLES,Female,No,Yes,Yes,6,20.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,100.35,No,0-6,16.725,0,0,0
7398-SKNQZ,Female,No,Yes,No,3,94.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,273.2,No,0-6,91.0666666666667,2,0,1
5935-FCCNB,Female,Yes,No,No,17,94.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1608.15,No,13-24,94.5970588235294,2,0,1
1958-RNRKS,Male,No,Yes,No,30,49.9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1441.95,No,25+,48.065,0,0,0
5136-RGMZO,Male,No,No,No,31,71.05,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,2168.15,No,25+,69.9403225806452,3,0,0
8345-MVDYC,Female,No,No,No,45,81.65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3618.7,No,25+,80.4155555555556,5,1,1
8226-BXGES,Male,No,Yes,No,64,89.45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),5692.65,No,25+,88.94765625,3,1,1
3877-JRJIP,Male,No,No,No,1,59.85,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,Yes,0-6,59.85,1,0,0
8375-DKEBR,Female,Yes,No,No,1,69.6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,Yes,0-6,69.6,0,0,0
9705-IOVQQ,Male,Yes,Yes,Yes,61,99.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,5969.3,No,25+,97.8573770491803,3,0,1
1015-OWJKI,Male,No,No,No,1,19.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,No,0-6,19.05,0,0,0
7511-YMXVQ,Male,No,No,No,9,45.4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,418.8,Yes,7-12,46.5333333333333,2,0,0
2040-XBAVJ,Male,No,Yes,Yes,72,114.45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),8100.55,No,25+,112.507638888889,6,1,1
7551-JOHTI,Female,No,No,No,1,19.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,Yes,0-6,19.5,0,0,0
8887-IPQNC,Female,No,Yes,No,7,44.25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,313.45,No,7-12,44.7785714285714,0,0,0
8646-JCOMS,Female,No,Yes,No,66,90.55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),6130.95,No,25+,92.8931818181818,3,1,1
9804-ICWBG,Male,No,No,No,1,69.9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,Yes,0-6,69.9,0,0,0
1222-KJNZD,Male,No,Yes,Yes,40,20.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),745.3,No,25+,18.6325,0,1,0
0106-GHRQR,Male,No,No,No,16,71.4,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1212.1,No,13-24,75.75625,3,1,0
5318-IXUZF,Female,No,No,No,2,87.15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),183.75,Yes,0-6,91.875,2,1,1
3768-VHXQO,Male,No,Yes,No,67,24.85,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1583.5,No,25+,23.634328358209,0,1,0
8952-WCVCD,Female,No,Yes,No,41,104.45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4162.05,No,25+,101.513414634146,5,1,1
2418-TPEUN,Female,No,Yes,Yes,56,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1119.9,No,25+,19.9982142857143,0,1,0
3963-RYFNS,Female,No,No,No,72,116.45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8013.55,No,25+,111.299305555556,6,1,1
3198-VELRD,Female,No,Yes,Yes,3,84.75,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),264.85,Yes,0-6,88.2833333333333,1,1,1
8540-ZQGEA,Female,No,Yes,No,54,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1102.4,No,25+,20.4148148148148,0,1,0
1320-REHCS,Male,Yes,No,No,52,110.75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5832.0,No,25+,112.153846153846,5,0,1
4137-JOPHL,Female,No,No,No,50,89.7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),4304.5,No,25+,86.09,3,1,1
9436-ZBZCT,Male,No,No,No,14,89.95,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1178.4,Yes,13-24,84.1714285714286,2,0,1
7801-CEDNV,Male,No,Yes,No,27,48.7,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),1421.75,No,25+,52.6574074074074,1,1,0
2057-BOYKM,Female,Yes,Yes,No,72,96.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),6827.5,No,25+,94.8263888888889,4,1,1
3658-QQJYD,Male,No,No,No,62,74.3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),4698.05,No,25+,75.775,4,1,0
1803-BGNBD,Female,No,No,No,12,54.3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,654.5,No,7-12,54.5416666666667,2,0,0
0134-XWXCE,Female,Yes,No,No,44,74.85,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),3268.05,No,25+,74.2738636363636,4,1,0
6950-TWMYB,Male,No,Yes,Yes,54,79.95,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),4362.05,No,25+,80.7787037037037,2,1,0
5848-FHRFC,Female,No,No,No,68,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1386.9,No,25+,20.3955882352941,0,1,0
2243-FNMMI,Male,No,No,No,20,19.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,415.4,No,13-24,20.77,0,0,0
2511-MORQY,Male,No,Yes,Yes,50,54.9,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),2614.1,No,25+,52.282,1,1,0
5356-KZCKT,Male,No,No,No,58,24.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1513.6,No,25+,26.0965517241379,0,1,0
9470-XCCEM,Male,No,Yes,Yes,35,89.65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3161.6,No,25+,90.3314285714286,2,1,1
6519-CFDBX,Female,No,No,No,2,45.4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,No,0-6,40.475,0,0,0
3902-MIVLE,Male,No,Yes,Yes,63,75.7,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,4676.7,No,25+,74.2333333333333,4,0,0
0409-WTMPL,Female,No,Yes,No,58,110.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6526.65,No,25+,112.528448275862,5,1,1
8763-KIAFH,Female,No,Yes,Yes,27,20.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,583.3,No,25+,21.6037037037037,0,0,0
3669-WHAFY,Female,No,Yes,No,71,115.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8078.1,No,25+,113.776056338028,6,1,1
3055-VTCGS,Female,No,No,No,63,58.55,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),3503.5,No,25+,55.6111111111111,2,1,0
3144-KMTWZ,Male,No,Yes,No,71,93.25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),6669.45,No,25+,93.9359154929577,3,1,1
7279-BUYWN,Female,Yes,No,No,41,113.2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4689.5,Yes,25+,114.378048780488,5,0,1
7156-MHUGY,Male,Yes,No,No,13,90.5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1201.15,Yes,13-24,92.3961538461539,2,0,1
7198-GLXTC,Male,No,No,No,2,79.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,143.65,Yes,0-6,71.825,1,0,0
2007-QVGAW,Female,No,Yes,Yes,68,19.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1292.65,No,25+,19.0095588235294,0,1,0
5207-PLSTK,Male,No,Yes,Yes,1,48.75,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,No,0-6,48.75,1,0,0
2307-FYNNL,Male,Yes,No,No,65,109.05,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,7108.2,No,25+,109.356923076923,5,0,1
5605-XNWEN,Male,Yes,Yes,No,72,25.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1802.55,No,25+,25.0354166666667,0,1,0
2155-AMQRX,Female,No,No,No,28,54.9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1505.15,No,25+,53.7553571428571,1,1,0
6181-AXXYF,Male,No,Yes,Yes,72,24.75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1859.1,No,25+,25.8208333333333,0,1,0
5091-HFAZW,Female,No,No,No,2,91.15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,168.5,No,0-6,84.25,3,0,1
0516-VRYBW,Female,No,No,Yes,18,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),390.85,Yes,13-24,21.7138888888889,0,1,0
2519-LBNQL,Male,Yes,Yes,No,60,104.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,6339.45,No,25+,105.6575,4,0,1
8623-ULFNQ,Female,Yes,No,No,26,66.05,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1652.4,No,25+,63.5538461538462,2,0,0
8380-PEFPE,Male,No,No,Yes,1,71.65,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,Yes,0-6,71.65,0,0,0
5687-DKDTV,Female,No,No,No,4,20.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,77.5,Yes,0-6,19.375,0,0,0
1568-LJSZU,Male,No,Yes,Yes,68,92.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6392.85,No,25+,94.0125,6,1,1
7530-HDYDS,Female,No,No,No,38,84.25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),3264.5,Yes,25+,85.9078947368421,3,1,1
7789-HKSBS,Female,Yes,Yes,No,42,105.2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4599.15,No,25+,109.503571428571,4,1,1
7416-CKTEP,Female,No,Yes,No,57,19.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1134.25,No,25+,19.8991228070175,0,1,0
2586-CWXVV,Male,No,Yes,No,54,30.4,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1621.35,No,25+,30.025,1,0,0
3096-IZETN,Female,No,No,No,12,78.1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),947.3,Yes,7-12,78.9416666666667,1,1,0
2348-KCJLT,Female,No,Yes,No,44,61.5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,2722.2,No,25+,61.8681818181818,3,0,0
8401-EMUWF,Male,No,Yes,Yes,42,69.4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3058.3,No,25+,72.8166666666667,3,1,0
4193-IBKSW,Male,No,Yes,Yes,72,24.75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1769.6,No,25+,24.5777777777778,0,1,0
5377-NDTOU,Female,No,Yes,Yes,71,91.05,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,6293.75,No,25+,88.6443661971831,6,0,1
5922-ABDVO,Female,No,Yes,No,19,89.65,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,1761.05,Yes,13-24,92.6868421052632,2,0,1
2474-LCNUE,Female,No,Yes,No,23,73.65,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1642.75,No,13-24,71.4239130434783,3,1,0
0839-QNXME,Female,No,No,No,30,19.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),578.5,No,25+,19.2833333333333,0,1,0
3506-OVLKD,Male,No,No,No,35,26.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),954.9,No,25+,27.2828571428571,0,1,0
9172-ANCRX,Female,No,No,No,10,98.7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,973.25,Yes,7-12,97.325,3,0,1
6650-VJONK,Male,No,No,No,1,43.85,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,No,0-6,43.85,0,1,0
2178-PMGCJ,Male,No,No,No,22,69.7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1490.4,No,13-24,67.7454545454545,0,0,0
7492-TAFJD,Male,No,Yes,Yes,7,38.55,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,280.0,No,7-12,40.0,3,0,0
2773-MADBQ,Female,No,No,No,36,53.1,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,1901.25,No,25+,52.8125,5,0,0
6016-LVTJQ,Female,No,Yes,Yes,34,20.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,716.4,No,25+,21.0705882352941,0,0,0
7860-KSUGX,Male,No,Yes,Yes,72,64.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),4720.0,No,25+,65.5555555555556,3,1,0
8966-KZXXA,Male,No,Yes,Yes,36,25.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),930.95,No,25+,25.8597222222222,0,1,0
6910-HADCM,Female,No,No,No,1,76.35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,Yes,0-6,76.35,1,0,0
4816-LXZYW,Female,No,No,No,23,79.15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1676.95,Yes,13-24,72.9108695652174,1,0,0
9606-PBKBQ,Male,Yes,Yes,No,32,85.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2642.05,Yes,25+,82.5640625,1,0,1
5149-QYTTU,Female,No,Yes,Yes,71,95.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),6770.85,No,25+,95.3640845070423,4,1,1
2070-XYMFH,Female,Yes,No,No,23,79.35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1835.3,No,13-24,79.795652173913,1,0,0
2085-BOJKI,Male,No,Yes,No,17,96.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1588.25,No,13-24,93.4264705882353,3,1,1
0817-HSUSE,Male,No,No,No,1,75.5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,No,0-6,75.5,4,0,0
5442-PPTJY,Male,No,Yes,Yes,12,19.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,258.35,No,7-12,21.5291666666667,0,0,0
1927-QEWMY,Female,No,Yes,No,72,20.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1502.25,No,25+,20.8645833333333,0,1,0
1663-MHLHE,Male,No,No,No,1,19.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,No,0-6,19.2,0,0,0
5663-QBGIS,Male,Yes,Yes,No,72,98.35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),6929.4,No,25+,96.2416666666667,3,1,1
4450-MDZFX,Male,No,Yes,Yes,60,74.35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),4453.3,No,25+,74.2216666666667,0,1,0
6701-DHKWQ,Female,No,Yes,Yes,61,51.35,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),3244.4,No,25+,53.1868852459016,4,1,0
7554-AKDQF,Female,No,Yes,No,6,45.65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,323.45,No,0-6,53.9083333333333,0,0,0
3536-IQCTX,Male,Yes,Yes,No,32,85.3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2661.1,Yes,25+,83.159375,1,0,1
4911-BANWH,Female,No,No,Yes,31,86.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2697.4,Yes,25+,87.0129032258065,1,1,1
8496-EJAUI,Male,No,No,No,19,73.85,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1424.5,Yes,13-24,74.9736842105263,1,1,0
0794-YVSGE,Male,No,Yes,Yes,72,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1401.15,No,25+,19.4604166666667,0,1,0
5423-BHIXO,Female,No,No,No,32,54.2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1739.6,No,25+,54.3625,1,0,0
6908-VVYHM,Male,No,Yes,No,65,90.65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5931.0,No,25+,91.2461538461538,2,0,1
2959-EEXWB,Female,No,Yes,Yes,45,50.9,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2333.85,No,25+,51.8633333333333,3,1,0
1839-UMACK,Male,No,No,No,42,25.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,949.85,No,25+,22.6154761904762,0,0,0
